type chaussures,prix,adresse,image_lien
Baskets New Balance ,16 900CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5604084_uploaded_image1_1762212669.jpg
Baskets TN ,16 900CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5604077_uploaded_image1_1762212426.jpg
Baskets New Balance ,16 900CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5604075_uploaded_image1_1762212336.jpg
Chaussures hommes ,15 000CFA,"Diamalaye 1, Dakar, Sénégal",https://images.coinafrique.com/thumb_5603314_uploaded_image1_1762181979.jpg
Baskets Adidas ,25 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5603000_uploaded_image1_1762171793.jpg
Chaussures homme ,20 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5600252_uploaded_image1_1762008921.jpg
Mocassins homme ,20 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5600246_uploaded_image1_1762008803.jpg
Chaussures bouts,25 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5600244_uploaded_image1_1762008703.jpg
Chaussures homme ,30 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5600240_uploaded_image1_1762008540.jpg
Chaussures homme ,20 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_5600236_uploaded_image1_1762008222.jpg
Chaussures homme ,30 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_5600233_uploaded_image1_1762008119.jpg
Bottes homme,28 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_5600232_uploaded_image1_1762007958.jpg
Baskets All Star ,15 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5599179_uploaded_image1_1761936293.jpg
Baskets New Balance ,25 000CFA,"Fass, Dakar, Sénégal",https://images.coinafrique.com/thumb_5557732_uploaded_image1_1759538261.jpg
Sandales en cuir ,8 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_5595893_uploaded_image1_1761763941.jpg
Sandales homme,10 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_5595866_uploaded_image1_1761763043.jpg
Baskets Adidas superstar ,25 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5587688_uploaded_image1_1761224531.jpg
Baskets Adidas superstar ,25 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5587686_uploaded_image1_1761224456.jpg
Baskets New Balance 1000,25 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5582640_uploaded_image1_1760962573.jpg
Baskets Adidas adistar,18 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5577775_uploaded_image1_1760656709.jpg
Chaussures Nike zoom running,15 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5581224_uploaded_image1_1760883477.jpg
Chaussures TN full Black ,17 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5581215_uploaded_image1_1760883280.jpg
Baskets Crampon phantom,25 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5552695_uploaded_image1_1759324410.jpg
Baskets Louis Vuitton ,25 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5552643_uploaded_image1_1759323436.jpg
Baskets  Reebok ,22 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5552649_uploaded_image1_1759323592.jpg
Baskets Yeezy 700 v2,20 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5552657_uploaded_image1_1759323687.jpg
Baskets Vans knu scool,20 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5552664_uploaded_image1_1759323810.jpg
Balanciaga 3XL,27 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5552640_uploaded_image1_1759323253.jpg
Baskets Jordan 4 RM,25 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5567808_uploaded_image1_1760100111.jpg
Baskets Nike TN ,17 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5567803_uploaded_image1_1760099855.jpg
Baskets Air Max 95,25 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5567806_uploaded_image1_1760100010.jpg
Baskets Asic 1130,25 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5571618_uploaded_image1_1760357347.jpg
Baskets New Balance fresh foam,25 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5552446_uploaded_image1_1759318432.jpg
Baskets New Balance fresh foam,25 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5552449_uploaded_image1_1759318532.jpg
Baskets Adidas adizero ,27 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5552010_uploaded_image1_1759307377.jpg
Baskets Adidas adizero ,27 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5552006_uploaded_image1_1759307290.jpg
New balance 1906,25 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5580643_uploaded_image1_1760827489.jpg
New Balance ,25 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5580645_uploaded_image1_1760827559.jpg
Chaussures Balenciaga,25 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_5593164_uploaded_image1_1761605705.jpg
Nike shox R4,25 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5570882_uploaded_image1_1760305854.jpg
Baskets Adidas campus,17 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5551113_uploaded_image1_1759265168.jpg
Baskets Adidas Adizero,27 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5550760_uploaded_image1_1759250198.jpg
Baskets Nike TN,18 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5550746_uploaded_image1_1759249989.jpg
Baskets New Balance 740,24 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5589017_uploaded_image1_1761305990.jpg
Baskets Nike Air force 1,25 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5588993_uploaded_image1_1761304542.jpg
Baskets Asic,25 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5588722_uploaded_image1_1761293983.jpg
Nike Air Max ,25 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5555902_uploaded_image1_1759447574.jpg
Baskets Air force montante ,18 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5549311_uploaded_image1_1759187054.jpg
Chaussures Nike shox,25 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5560200_uploaded_image1_1759705337.jpg
New Balance ,27 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5560198_uploaded_image1_1759705125.jpg
Asic Gel Nyc,25 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5588303_uploaded_image1_1761261141.jpg
Baskets Nike Air force ,25 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5588276_uploaded_image1_1761258377.jpg
Baskets Nike Air force 1 ,25 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5588272_uploaded_image1_1761258036.jpg
Chaussures homme ,8 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_5591956_uploaded_image1_1761508658.jpg
Chaussures Air f1,20 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5548969_uploaded_image1_1759170133.jpg
Baskets Air force,18 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5548972_uploaded_image1_1759170249.jpg
Baskets Asic kayono,25 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5548956_uploaded_image1_1759169555.jpg
Chaussures New Balance 530,20 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5548965_uploaded_image1_1759169877.jpg
Sandales Dior Alpha ,17 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5548962_uploaded_image1_1759169765.jpg
Chaussures Nike shox ,27 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5548942_uploaded_image1_1759169016.jpg
Chaussures New Balance 740 ,22 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5548951_uploaded_image1_1759169363.jpg
Baskets Nike shox ,27 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5548948_uploaded_image1_1759169257.jpg
Chaussures Af1 ,16 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5548935_uploaded_image1_1759168746.jpg
Chaussures Af1 ,20 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5548937_uploaded_image1_1759168841.jpg
Baskets Jordan 4 ,25 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5548928_uploaded_image1_1759168475.jpg
Chaussures Af1 authentique ,13 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5548932_uploaded_image1_1759168637.jpg
Baskets Jordan 3 original ,20 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5548923_uploaded_image1_1759168249.jpg
Baskets New Balance 740,22 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5548919_uploaded_image1_1759168129.jpg
Chaussures Asic gel Nyc original ,25 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5548916_uploaded_image1_1759168020.jpg
Chaussures Asie  gel Nyc ,25 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5548913_uploaded_image1_1759167875.jpg
Baskets New Balance 2000 ,27 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5548908_uploaded_image1_1759167685.jpg
Baskets Adidas samba ,21 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5548904_uploaded_image1_1759167399.jpg
Chaussures Asic Gel 1130 ,25 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5548901_uploaded_image1_1759167299.jpg
Chaussures Nike vomero 5 ,27 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5548897_uploaded_image1_1759167093.jpg
Chaussures  Nike Alphafly 3,27 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5548894_uploaded_image1_1759166877.jpg
Chaussures Nike vomero 5 original ,27 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5548896_uploaded_image1_1759166973.jpg
Chaussures  homme,15 000CFA,"Point E, Dakar, Sénégal",https://images.coinafrique.com/thumb_5589248_uploaded_image1_1761315501.jpg
Balenciaga,25 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_5588338_uploaded_image1_1761263231.jpg
Chaussures homme,9 500CFA,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/thumb_5586755_uploaded_image1_1761166890.jpg
Chaussures pour homme,20 000CFA,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_5583378_uploaded_image1_1760988854.jpg
Sandales en cuir ,13 000CFA,"HLM, Dakar, Sénégal",https://images.coinafrique.com/thumb_5582962_uploaded_image1_1760973522.jpg
Chaussures pour homme,5 000CFA,"Sicap foire, Dakar, Sénégal",https://images.coinafrique.com/thumb_5582673_uploaded_image1_1760964398.jpg
Tapettes homme  ,6 000CFA,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_5582046_uploaded_image1_1760942525.jpg
Chaussures homme ,Prix sur demande,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_5581477_uploaded_image1_1760896170.jpg
Baskets Nike Air Max DN,12 000CFA,"Fann, Dakar, Sénégal",https://images.coinafrique.com/thumb_5581422_uploaded_image1_1760893237.jpg
Chaussures orthopédique,Prix sur demande,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_5579068_uploaded_image1_1760724420.jpg
Chaussures  homme,22 000CFA,"Sacré-Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_5576783_uploaded_image1_1760614360.jpg
Chaussures homme,15 000CFA,"Diamalaye 1, Dakar, Sénégal",https://images.coinafrique.com/thumb_5576741_uploaded_image1_1760612021.jpg
Chaussures ,25 000CFA,"Fass, Dakar, Sénégal",https://images.coinafrique.com/thumb_5532851_uploaded_image1_1758229466.jpg
Chaussures homme ,26 500CFA,"Fass, Dakar, Sénégal",https://images.coinafrique.com/thumb_5530971_uploaded_image1_1758143063.jpg
Baskets Nike Airzoom 95,13 000CFA,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_5573580_uploaded_image1_1760450227.jpg
Chaussures Jordan,20 000CFA,"Fass, Dakar, Sénégal",https://images.coinafrique.com/thumb_5528770_uploaded_image1_1758046694.jpg
Chaussures de ville,15 000CFA,"Diamalaye 1, Dakar, Sénégal",https://images.coinafrique.com/thumb_5571662_uploaded_image1_1760359156.jpg
Sandales homme,13 000CFA,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_5566807_uploaded_image1_1760037954.jpg
Chaussures Nike ,25 000CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_5565350_uploaded_image1_1759967990.jpg
Chaussures  homme,15 000CFA,"Diamalaye 1, Dakar, Sénégal",https://images.coinafrique.com/thumb_5561080_uploaded_image1_1759759275.jpg
Chaussures homme ,13 000CFA,"Louga, Sénégal",https://images.coinafrique.com/thumb_5559847_uploaded_image1_1759687278.jpg
Baskets Air Max,18 000CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_5559514_uploaded_image1_1759668700.jpg
Chaussures de ville,15 000CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_5559505_uploaded_image1_1759668412.jpg
Mocassins homme,25 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_5559079_uploaded_image1_1759624285.jpg
Chaussures blanc ,25 000CFA,"Fass, Dakar, Sénégal",https://images.coinafrique.com/thumb_5513844_uploaded_image1_1757287356.jpg
Chayssures pour homme ,20 000CFA,"Fass, Dakar, Sénégal",https://images.coinafrique.com/thumb_5513842_uploaded_image1_1757287086.jpg
Chaussures  homme ,25 000CFA,"Fass, Dakar, Sénégal",https://images.coinafrique.com/thumb_5513838_uploaded_image1_1757286788.jpg
Baskets Jordan 6 ,12 000CFA,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_5558712_uploaded_image1_1759598702.jpg
Baskets Jordan One,12 000CFA,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_5558696_uploaded_image1_1759598221.jpg
Chaussures orthopédique,Prix sur demande,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_5558529_uploaded_image1_1759590627.jpg
Mocassins homme ,5 500CFA,"Mariste, Dakar, Sénégal",https://images.coinafrique.com/thumb_5556927_uploaded_image1_1759498840.jpg
Baskets Dior B30,28 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5554883_uploaded_image1_1759415597.jpg
Baskets Asics Gel Kayano 14,30 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5554876_uploaded_image1_1759415424.jpg
Baskets Asics Gel NYC,32 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5554871_uploaded_image1_1759415315.jpg
Baskets Asics Gel NYC,30 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5554870_uploaded_image1_1759415237.jpg
Baskets Asics Gel NYC,30 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5554868_uploaded_image1_1759415164.jpg
Chaussures homme ,25 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5551865_uploaded_image1_1759302097.jpg
Chaussures homme ,35 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5551864_uploaded_image1_1759301970.jpg
Chaussures homme ,25 000CFA,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_5551853_uploaded_image1_1759301401.jpg
Sandale orthopédique,13 000CFA,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_5550248_uploaded_image1_1759234219.jpg
Baskets Asics Gel ,Prix sur demande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5545276_uploaded_image1_1758911052.jpg
Baskets Asics Gel ,Prix sur demande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5545274_uploaded_image1_1758910936.jpg
Baskets New Balance ,14 900CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5543799_uploaded_image1_1758831160.jpg
Chaussures New balance ,24 900CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5543797_uploaded_image1_1758831062.jpg
Baskets New Balance ,14 900CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5543795_uploaded_image1_1758830884.jpg
Chaussures New balance,24 900CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5543793_uploaded_image1_1758830755.jpg
Chaussures Air max,20 000CFA,"Sacré-Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_5543755_uploaded_image1_1758829018.jpg
Chaussures Nike ,18 500CFA,"Sacré-Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_5541013_uploaded_image1_1758702097.jpg
Crampons Nike ,18 500CFA,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/thumb_5540996_uploaded_image1_1758700997.jpg
Chaussures homme ,Prix sur demande,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_5540359_uploaded_image1_1758658704.jpg
Chaussures homme ,Prix sur demande,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_5540358_uploaded_image1_1758658630.jpg
Claquettes homme,15 000CFA,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_5536826_uploaded_image1_1758483459.jpg
Chaussures homme ,14 000CFA,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_5534539_uploaded_image1_1758318499.jpg
Chaussures homme ,14 900CFA,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_5532358_uploaded_image1_1758212393.jpg
Chaussures homme,14 900CFA,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_5532328_uploaded_image1_1758210331.jpg
Chaussures homme ,15 000CFA,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_5532315_uploaded_image1_1758209817.jpg
Chaussures Dior cd b30,27 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5531000_uploaded_image1_1758144695.jpg
Sandales,17 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5359154_uploaded_image1_1748983277.jpg
Chaussures  Nike portal ,25 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5359143_uploaded_image1_1748982874.jpg
Chaussures Berluti,20 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5359038_uploaded_image1_1748978250.jpg
Baskets New Balance ,25 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5359006_uploaded_image1_1748976951.jpg
Chaussures homme ,20 000CFA,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/thumb_5399058_uploaded_image1_1751302512.jpg
Babouches homme,10 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5355160_uploaded_image1_1748804517.jpg
Chaussures homme ,7 000CFA,"Dakar, Sénégal",https://images.coinafrique.com/thumb_5355170_uploaded_image1_1748804676.jpg
Chaussures homme ,6 000CFA,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_5395482_uploaded_image2_1751059185.jpeg
Mocassins homme ,5 500CFA,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_5395412_uploaded_image1_1751054127.jpg
Sandales Hermès ,20 000CFA,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/thumb_5393539_uploaded_image1_1750952929.jpg
Chaussures homme ,35 000CFA,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/thumb_5391753_uploaded_image1_1750857199.jpg
Chaussures homme ,40 000CFA,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_5391598_uploaded_image1_1750852699.jpg
Chaussures homme ,7 000CFA,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_5390760_uploaded_image1_1750804520.jpg
